id,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2810984,https://inaturalist-open-data.s3.amazonaws.com/photos/3194705/medium.JPG,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
2821834,https://static.inaturalist.org/photos/3209914/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
2907945,https://inaturalist-open-data.s3.amazonaws.com/photos/3327661/medium.jpg,Tecolote llanero,Athene cunicularia hypugaea,,Aves,206894
2934903,https://inaturalist-open-data.s3.amazonaws.com/photos/3363636/medium.JPG,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
2951572,https://inaturalist-open-data.s3.amazonaws.com/photos/3385553/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
2961035,https://inaturalist-open-data.s3.amazonaws.com/photos/3398395/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
3468741,https://inaturalist-open-data.s3.amazonaws.com/photos/4029369/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
3624567,https://inaturalist-open-data.s3.amazonaws.com/photos/4185505/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
3694418,https://inaturalist-open-data.s3.amazonaws.com/photos/4286673/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
3808176,https://inaturalist-open-data.s3.amazonaws.com/photos/4450132/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
3847486,https://inaturalist-open-data.s3.amazonaws.com/photos/4505293/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
3939379,https://inaturalist-open-data.s3.amazonaws.com/photos/5972739/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
3977632,https://inaturalist-open-data.s3.amazonaws.com/photos/4691951/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4194246,https://inaturalist-open-data.s3.amazonaws.com/photos/4996957/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4200431,https://static.inaturalist.org/photos/5005971/medium.png,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4270185,https://static.inaturalist.org/photos/5113252/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4471804,https://inaturalist-open-data.s3.amazonaws.com/photos/5395959/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4487035,https://inaturalist-open-data.s3.amazonaws.com/photos/5418711/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4510297,https://inaturalist-open-data.s3.amazonaws.com/photos/5456732/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4516311,https://inaturalist-open-data.s3.amazonaws.com/photos/5466324/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4533082,https://inaturalist-open-data.s3.amazonaws.com/photos/5492210/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4584050,https://inaturalist-open-data.s3.amazonaws.com/photos/5537737/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4599694,https://inaturalist-open-data.s3.amazonaws.com/photos/5560316/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4608412,https://inaturalist-open-data.s3.amazonaws.com/photos/5573648/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4722963,https://inaturalist-open-data.s3.amazonaws.com/photos/5710473/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4727970,https://inaturalist-open-data.s3.amazonaws.com/photos/5716536/medium.jpg,Athene cunicularia brachyptera,Athene cunicularia brachyptera,,Aves,515858
4763028,https://inaturalist-open-data.s3.amazonaws.com/photos/5797228/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4833218,https://inaturalist-open-data.s3.amazonaws.com/photos/5865630/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4847965,https://inaturalist-open-data.s3.amazonaws.com/photos/5887613/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4862778,https://inaturalist-open-data.s3.amazonaws.com/photos/5905864/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
4900628,https://inaturalist-open-data.s3.amazonaws.com/photos/5962434/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5001034,https://inaturalist-open-data.s3.amazonaws.com/photos/6113366/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5037806,https://inaturalist-open-data.s3.amazonaws.com/photos/6170607/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5040967,https://inaturalist-open-data.s3.amazonaws.com/photos/6175183/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5143915,https://inaturalist-open-data.s3.amazonaws.com/photos/6334271/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5194941,https://inaturalist-open-data.s3.amazonaws.com/photos/6409685/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5215536,https://inaturalist-open-data.s3.amazonaws.com/photos/6442022/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5220721,https://inaturalist-open-data.s3.amazonaws.com/photos/6450467/medium.jpg,Western Burrowing Owl,Athene cunicularia hypugaea,,Aves,206894
5221117,https://inaturalist-open-data.s3.amazonaws.com/photos/6451167/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5241672,https://inaturalist-open-data.s3.amazonaws.com/photos/6483198/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5418150,https://static.inaturalist.org/photos/6661523/medium.jpg,Florida Burrowing Owl,Athene cunicularia floridana,,Aves,182828
5488438,https://inaturalist-open-data.s3.amazonaws.com/photos/6761042/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5511039,https://static.inaturalist.org/photos/6795433/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5849863,https://inaturalist-open-data.s3.amazonaws.com/photos/7280867/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
5962071,https://static.inaturalist.org/photos/7449219/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
6427021,https://static.inaturalist.org/photos/8115328/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
6478736,https://inaturalist-open-data.s3.amazonaws.com/photos/8193829/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
6606139,https://inaturalist-open-data.s3.amazonaws.com/photos/8388767/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
6761696,https://static.inaturalist.org/photos/8592290/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
6886529,https://inaturalist-open-data.s3.amazonaws.com/photos/8784205/medium.jpg,Western Burrowing Owl,Athene cunicularia hypugaea,,Aves,206894
7048396,https://inaturalist-open-data.s3.amazonaws.com/photos/9046014/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7063601,https://inaturalist-open-data.s3.amazonaws.com/photos/9068757/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7180498,https://static.inaturalist.org/photos/9255920/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7206743,https://inaturalist-open-data.s3.amazonaws.com/photos/9297043/medium.jpg,Florida Burrowing Owl,Athene cunicularia floridana,,Aves,182828
7336179,https://inaturalist-open-data.s3.amazonaws.com/photos/9505756/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7360181,https://static.inaturalist.org/photos/9542948/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7399405,https://static.inaturalist.org/photos/9607429/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7414660,https://static.inaturalist.org/photos/9632943/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7463376,https://static.inaturalist.org/photos/9710624/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7493168,https://static.inaturalist.org/photos/9760329/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7586829,https://inaturalist-open-data.s3.amazonaws.com/photos/9911019/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7708297,https://static.inaturalist.org/photos/10106824/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7873304,https://inaturalist-open-data.s3.amazonaws.com/photos/10376826/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
7989579,https://inaturalist-open-data.s3.amazonaws.com/photos/10564337/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8322035,https://inaturalist-open-data.s3.amazonaws.com/photos/11052633/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8446903,https://static.inaturalist.org/photos/11254184/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8526231,https://inaturalist-open-data.s3.amazonaws.com/photos/11385386/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8560217,https://static.inaturalist.org/photos/11441203/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8625160,https://inaturalist-open-data.s3.amazonaws.com/photos/11541476/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8661775,https://inaturalist-open-data.s3.amazonaws.com/photos/11601159/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8736987,https://static.inaturalist.org/photos/11725192/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8736988,https://static.inaturalist.org/photos/11725197/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8798291,https://inaturalist-open-data.s3.amazonaws.com/photos/11813120/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8827340,https://static.inaturalist.org/photos/11858760/medium.png,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8840741,https://inaturalist-open-data.s3.amazonaws.com/photos/11878586/medium.jpeg,Western Burrowing Owl,Athene cunicularia hypugaea,,Aves,206894
8845747,https://inaturalist-open-data.s3.amazonaws.com/photos/11886956/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8854054,https://inaturalist-open-data.s3.amazonaws.com/photos/11900128/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8888203,https://inaturalist-open-data.s3.amazonaws.com/photos/11955699/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
8999029,https://inaturalist-open-data.s3.amazonaws.com/photos/12128723/medium.jpeg,Western Burrowing Owl,Athene cunicularia hypugaea,,Aves,206894
8999350,https://inaturalist-open-data.s3.amazonaws.com/photos/12129287/medium.jpeg,Western Burrowing Owl,Athene cunicularia hypugaea,,Aves,206894
9199881,https://inaturalist-open-data.s3.amazonaws.com/photos/12454803/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9307379,https://inaturalist-open-data.s3.amazonaws.com/photos/12621559/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9317165,https://inaturalist-open-data.s3.amazonaws.com/photos/12633876/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9439044,https://static.inaturalist.org/photos/12833154/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9463415,https://static.inaturalist.org/photos/12874873/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9467250,https://static.inaturalist.org/photos/12881920/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9512598,https://inaturalist-open-data.s3.amazonaws.com/photos/12965449/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9523858,https://inaturalist-open-data.s3.amazonaws.com/photos/12985370/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9533799,https://inaturalist-open-data.s3.amazonaws.com/photos/13002338/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9556771,https://inaturalist-open-data.s3.amazonaws.com/photos/13041673/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9575959,https://static.inaturalist.org/photos/13073930/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9577206,https://inaturalist-open-data.s3.amazonaws.com/photos/13075983/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9593561,https://inaturalist-open-data.s3.amazonaws.com/photos/13087631/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9606279,https://static.inaturalist.org/photos/13106638/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9610463,https://static.inaturalist.org/photos/13113731/medium.jpg,Tecolote llanero,Athene cunicularia hypugaea,,Aves,206894
9617590,https://inaturalist-open-data.s3.amazonaws.com/photos/13126348/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9620144,https://static.inaturalist.org/photos/13130722/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9620772,https://static.inaturalist.org/photos/13131341/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9621670,https://static.inaturalist.org/photos/13132875/medium.jpeg,Tecolote llanero,Athene cunicularia,Кроличий сыч,Aves,19975
9623244,https://static.inaturalist.org/photos/13135411/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9705852,https://inaturalist-open-data.s3.amazonaws.com/photos/13275325/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9735408,https://static.inaturalist.org/photos/13322848/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9740547,https://static.inaturalist.org/photos/13332152/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9786249,https://inaturalist-open-data.s3.amazonaws.com/photos/13397880/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9833431,https://inaturalist-open-data.s3.amazonaws.com/photos/13465872/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
9963267,https://inaturalist-open-data.s3.amazonaws.com/photos/13683828/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
10014818,https://inaturalist-open-data.s3.amazonaws.com/photos/13773148/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
10167420,https://inaturalist-open-data.s3.amazonaws.com/photos/14043911/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
10302871,https://inaturalist-open-data.s3.amazonaws.com/photos/14271032/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
10365619,https://static.inaturalist.org/photos/14380740/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
10389672,https://inaturalist-open-data.s3.amazonaws.com/photos/14422318/medium.png,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
11000586,https://inaturalist-open-data.s3.amazonaws.com/photos/15500411/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
11139169,https://inaturalist-open-data.s3.amazonaws.com/photos/15757658/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
11248504,https://inaturalist-open-data.s3.amazonaws.com/photos/15973416/medium.jpeg,Athene cunicularia tolimae,Athene cunicularia tolimae,,Aves,515862
11281880,https://static.inaturalist.org/photos/16041853/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
11430708,https://inaturalist-open-data.s3.amazonaws.com/photos/16302147/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
11537331,https://static.inaturalist.org/photos/16471401/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
11713001,https://static.inaturalist.org/photos/16746788/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
11820662,https://static.inaturalist.org/photos/16910973/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
12124783,https://inaturalist-open-data.s3.amazonaws.com/photos/17396407/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
12215628,https://inaturalist-open-data.s3.amazonaws.com/photos/17551403/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
12236343,https://inaturalist-open-data.s3.amazonaws.com/photos/17586709/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
12504628,https://inaturalist-open-data.s3.amazonaws.com/photos/18051593/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
12739571,https://static.inaturalist.org/photos/18453705/medium.jpeg,Tecolote llanero,Athene cunicularia,Кроличий сыч,Aves,19975
13029149,https://static.inaturalist.org/photos/18960766/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
13050632,https://inaturalist-open-data.s3.amazonaws.com/photos/18998717/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
13160435,https://inaturalist-open-data.s3.amazonaws.com/photos/19206236/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
13171747,https://static.inaturalist.org/photos/19240360/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
13181310,https://inaturalist-open-data.s3.amazonaws.com/photos/19261808/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
13181356,https://inaturalist-open-data.s3.amazonaws.com/photos/19262378/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
13454278,https://static.inaturalist.org/photos/19749306/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
13610673,https://static.inaturalist.org/photos/20026923/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
14018932,https://inaturalist-open-data.s3.amazonaws.com/photos/20738656/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
14067977,https://inaturalist-open-data.s3.amazonaws.com/photos/20822606/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
14174496,https://static.inaturalist.org/photos/21015700/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
14188735,https://inaturalist-open-data.s3.amazonaws.com/photos/21040564/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
14555820,https://inaturalist-open-data.s3.amazonaws.com/photos/21684267/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
14613568,https://static.inaturalist.org/photos/21787549/medium.jpg,Western Burrowing Owl,Athene cunicularia hypugaea,,Aves,206894
15030978,https://static.inaturalist.org/photos/22432351/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
15215330,https://inaturalist-open-data.s3.amazonaws.com/photos/22763161/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
15299375,https://inaturalist-open-data.s3.amazonaws.com/photos/22902706/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
15338080,https://inaturalist-open-data.s3.amazonaws.com/photos/22973513/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
15590950,https://inaturalist-open-data.s3.amazonaws.com/photos/23334487/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
15601370,https://inaturalist-open-data.s3.amazonaws.com/photos/23324636/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
16321679,https://inaturalist-open-data.s3.amazonaws.com/photos/24520700/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
16399301,https://inaturalist-open-data.s3.amazonaws.com/photos/24665962/medium.jpeg,Coruja-Buraqueira,Athene cunicularia,Кроличий сыч,Aves,19975
16597898,https://static.inaturalist.org/photos/25004621/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
16626263,https://inaturalist-open-data.s3.amazonaws.com/photos/25058895/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
16634929,https://inaturalist-open-data.s3.amazonaws.com/photos/25074275/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
16689511,https://inaturalist-open-data.s3.amazonaws.com/photos/25173957/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
16725056,https://inaturalist-open-data.s3.amazonaws.com/photos/25235463/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
16879065,https://static.inaturalist.org/photos/25494945/medium.jpg,Coruja-Buraqueira,Athene cunicularia,Кроличий сыч,Aves,19975
16904147,https://inaturalist-open-data.s3.amazonaws.com/photos/25537609/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
17028851,https://static.inaturalist.org/photos/25757613/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
17119990,https://inaturalist-open-data.s3.amazonaws.com/photos/25928557/medium.jpeg,Coruja-Buraqueira,Athene cunicularia,Кроличий сыч,Aves,19975
17243292,https://static.inaturalist.org/photos/26151321/medium.jpg,Coruja-Buraqueira,Athene cunicularia,Кроличий сыч,Aves,19975
17335455,https://inaturalist-open-data.s3.amazonaws.com/photos/26314576/medium.jpeg,Coruja-Buraqueira,Athene cunicularia,Кроличий сыч,Aves,19975
17380918,https://inaturalist-open-data.s3.amazonaws.com/photos/26400766/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
17486590,https://static.inaturalist.org/photos/26597721/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
17794314,https://inaturalist-open-data.s3.amazonaws.com/photos/27151191/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
17843036,https://inaturalist-open-data.s3.amazonaws.com/photos/27235793/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
17943708,https://inaturalist-open-data.s3.amazonaws.com/photos/27415190/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
17979907,https://inaturalist-open-data.s3.amazonaws.com/photos/27481554/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18003947,https://static.inaturalist.org/photos/27523258/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18122467,https://static.inaturalist.org/photos/27709107/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18167656,https://inaturalist-open-data.s3.amazonaws.com/photos/27769755/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18236533,https://inaturalist-open-data.s3.amazonaws.com/photos/27865528/medium.jpg,Western Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18269036,https://static.inaturalist.org/photos/27908639/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18470349,https://static.inaturalist.org/photos/28242459/medium.jpeg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18486073,https://static.inaturalist.org/photos/28269906/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18791020,https://inaturalist-open-data.s3.amazonaws.com/photos/28781594/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18813156,https://inaturalist-open-data.s3.amazonaws.com/photos/28815756/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18858091,https://inaturalist-open-data.s3.amazonaws.com/photos/28891827/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
18882994,https://inaturalist-open-data.s3.amazonaws.com/photos/28935476/medium.jpg,Burrowing Owl,Athene cunicularia,Кроличий сыч,Aves,19975
