id,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
3297777,https://inaturalist-open-data.s3.amazonaws.com/photos/3811321/medium.JPG,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3317913,https://static.inaturalist.org/photos/3833655/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3334699,https://static.inaturalist.org/photos/3851332/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3334924,https://inaturalist-open-data.s3.amazonaws.com/photos/3851617/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3660178,https://static.inaturalist.org/photos/4237900/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3684637,https://static.inaturalist.org/photos/4272429/medium.JPG,Búho cornudo,Bubo virginianus,Виргинский филин,Aves,20044
3729437,https://inaturalist-open-data.s3.amazonaws.com/photos/4332069/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3751956,https://inaturalist-open-data.s3.amazonaws.com/photos/4366793/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3760983,https://static.inaturalist.org/photos/4380679/medium.jpg,Owls,Bubo virginianus,Виргинский филин,Aves,20044
3779962,https://inaturalist-open-data.s3.amazonaws.com/photos/4408694/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3820096,https://static.inaturalist.org/photos/4466925/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3886075,https://inaturalist-open-data.s3.amazonaws.com/photos/4560714/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3896170,https://inaturalist-open-data.s3.amazonaws.com/photos/4576745/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3951729,https://inaturalist-open-data.s3.amazonaws.com/photos/4656263/medium.jpeg,Búho cornudo,Bubo virginianus,Виргинский филин,Aves,20044
3968997,https://inaturalist-open-data.s3.amazonaws.com/photos/4679444/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3984784,https://inaturalist-open-data.s3.amazonaws.com/photos/4703302/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
3990278,https://inaturalist-open-data.s3.amazonaws.com/photos/4711433/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4182081,https://inaturalist-open-data.s3.amazonaws.com/photos/4981818/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4267322,https://inaturalist-open-data.s3.amazonaws.com/photos/5109031/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4294010,https://inaturalist-open-data.s3.amazonaws.com/photos/5150500/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4330592,https://inaturalist-open-data.s3.amazonaws.com/photos/5198462/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4613678,https://inaturalist-open-data.s3.amazonaws.com/photos/5581315/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4645554,https://inaturalist-open-data.s3.amazonaws.com/photos/5623944/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4647335,https://inaturalist-open-data.s3.amazonaws.com/photos/5626596/medium.jpeg,Búho cornudo,Bubo virginianus,Виргинский филин,Aves,20044
4653994,https://inaturalist-open-data.s3.amazonaws.com/photos/5633927/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4662003,https://inaturalist-open-data.s3.amazonaws.com/photos/5644839/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4663484,https://inaturalist-open-data.s3.amazonaws.com/photos/5646877/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4666404,https://inaturalist-open-data.s3.amazonaws.com/photos/5651117/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4767765,https://inaturalist-open-data.s3.amazonaws.com/photos/5804698/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4855729,https://inaturalist-open-data.s3.amazonaws.com/photos/5894780/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4922169,https://inaturalist-open-data.s3.amazonaws.com/photos/5996315/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
4935916,https://inaturalist-open-data.s3.amazonaws.com/photos/21438004/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5055002,https://inaturalist-open-data.s3.amazonaws.com/photos/6197465/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5065539,https://inaturalist-open-data.s3.amazonaws.com/photos/6214552/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5074453,https://static.inaturalist.org/photos/6228873/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5132151,https://inaturalist-open-data.s3.amazonaws.com/photos/6316474/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5140553,https://static.inaturalist.org/photos/6329247/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5165416,https://inaturalist-open-data.s3.amazonaws.com/photos/6367333/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5189093,https://static.inaturalist.org/photos/6401082/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5216094,https://inaturalist-open-data.s3.amazonaws.com/photos/6442874/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5235060,https://static.inaturalist.org/photos/6473199/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5247037,https://inaturalist-open-data.s3.amazonaws.com/photos/6491447/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5281108,https://inaturalist-open-data.s3.amazonaws.com/photos/6529840/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5379356,https://inaturalist-open-data.s3.amazonaws.com/photos/6604126/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5383755,https://static.inaturalist.org/photos/6611106/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5402249,https://inaturalist-open-data.s3.amazonaws.com/photos/6638675/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5568886,https://inaturalist-open-data.s3.amazonaws.com/photos/6875308/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5637720,https://inaturalist-open-data.s3.amazonaws.com/photos/6975222/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5645554,https://inaturalist-open-data.s3.amazonaws.com/photos/6986788/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5656517,https://static.inaturalist.org/photos/7003341/medium.jpeg,Búho cornudo,Bubo virginianus,Виргинский филин,Aves,20044
5666872,https://inaturalist-open-data.s3.amazonaws.com/photos/7015494/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5728656,https://static.inaturalist.org/photos/7104530/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5743582,https://inaturalist-open-data.s3.amazonaws.com/photos/7126515/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5778434,https://inaturalist-open-data.s3.amazonaws.com/photos/7175913/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5781759,https://inaturalist-open-data.s3.amazonaws.com/photos/7181932/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5821915,https://inaturalist-open-data.s3.amazonaws.com/photos/7241332/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5822062,https://inaturalist-open-data.s3.amazonaws.com/photos/7241610/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5822192,https://inaturalist-open-data.s3.amazonaws.com/photos/7241766/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5838655,https://inaturalist-open-data.s3.amazonaws.com/photos/7264498/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5920099,https://inaturalist-open-data.s3.amazonaws.com/photos/7393683/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
5944295,https://inaturalist-open-data.s3.amazonaws.com/photos/7420925/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6008297,https://inaturalist-open-data.s3.amazonaws.com/photos/7515763/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6022045,https://inaturalist-open-data.s3.amazonaws.com/photos/7536342/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6278876,https://inaturalist-open-data.s3.amazonaws.com/photos/7901614/medium.jpg,Coastal Great Horned Owl,Bubo virginianus pacificus,,Aves,483627
6326584,https://static.inaturalist.org/photos/7969310/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6405779,https://static.inaturalist.org/photos/8081858/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6514835,https://static.inaturalist.org/photos/8250104/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6547058,https://inaturalist-open-data.s3.amazonaws.com/photos/8299650/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6602467,https://inaturalist-open-data.s3.amazonaws.com/photos/8383010/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6613278,https://inaturalist-open-data.s3.amazonaws.com/photos/8399694/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6684727,https://static.inaturalist.org/photos/8474622/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6695188,https://inaturalist-open-data.s3.amazonaws.com/photos/8490707/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6700446,https://inaturalist-open-data.s3.amazonaws.com/photos/8498802/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
6854943,https://inaturalist-open-data.s3.amazonaws.com/photos/8734853/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7002555,https://inaturalist-open-data.s3.amazonaws.com/photos/8970317/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7126899,https://inaturalist-open-data.s3.amazonaws.com/photos/9169261/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7220496,https://static.inaturalist.org/photos/9319499/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7270760,https://static.inaturalist.org/photos/9398674/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7439820,https://static.inaturalist.org/photos/9671793/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7453412,https://inaturalist-open-data.s3.amazonaws.com/photos/9694593/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7454296,https://inaturalist-open-data.s3.amazonaws.com/photos/9695884/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7477350,https://inaturalist-open-data.s3.amazonaws.com/photos/9733833/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7558880,https://inaturalist-open-data.s3.amazonaws.com/photos/9867341/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7562228,https://inaturalist-open-data.s3.amazonaws.com/photos/9872705/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7625938,https://inaturalist-open-data.s3.amazonaws.com/photos/9970651/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7651652,https://inaturalist-open-data.s3.amazonaws.com/photos/10013556/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7750195,https://inaturalist-open-data.s3.amazonaws.com/photos/10175593/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7762125,https://static.inaturalist.org/photos/10194919/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7853225,https://inaturalist-open-data.s3.amazonaws.com/photos/10342358/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7878763,https://static.inaturalist.org/photos/10385903/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7878818,https://static.inaturalist.org/photos/10385960/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7878873,https://static.inaturalist.org/photos/10386064/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7879579,https://static.inaturalist.org/photos/10387309/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
7891147,https://inaturalist-open-data.s3.amazonaws.com/photos/10406315/medium.png,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8083879,https://static.inaturalist.org/photos/10719175/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8150907,https://inaturalist-open-data.s3.amazonaws.com/photos/10790653/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8209633,https://inaturalist-open-data.s3.amazonaws.com/photos/10877585/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8224292,https://inaturalist-open-data.s3.amazonaws.com/photos/10904445/medium.png,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8238975,https://static.inaturalist.org/photos/10926649/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8263463,https://inaturalist-open-data.s3.amazonaws.com/photos/10959180/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8292552,https://inaturalist-open-data.s3.amazonaws.com/photos/11003299/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8317541,https://static.inaturalist.org/photos/11045444/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8464891,https://static.inaturalist.org/photos/11284144/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8481306,https://inaturalist-open-data.s3.amazonaws.com/photos/11310171/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8503904,https://inaturalist-open-data.s3.amazonaws.com/photos/11347152/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8609524,https://inaturalist-open-data.s3.amazonaws.com/photos/11514421/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8660518,https://static.inaturalist.org/photos/11598955/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8717768,https://static.inaturalist.org/photos/11692343/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8725361,https://inaturalist-open-data.s3.amazonaws.com/photos/11704880/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
8830755,https://inaturalist-open-data.s3.amazonaws.com/photos/11862547/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9002274,https://inaturalist-open-data.s3.amazonaws.com/photos/12134154/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9145070,https://inaturalist-open-data.s3.amazonaws.com/photos/12362856/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9174220,https://static.inaturalist.org/photos/12412646/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9187470,https://inaturalist-open-data.s3.amazonaws.com/photos/12434582/medium.jpg,Northern Great Horned Owl,Bubo virginianus subarcticus,,Aves,515847
9214687,https://inaturalist-open-data.s3.amazonaws.com/photos/12464493/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9227597,https://inaturalist-open-data.s3.amazonaws.com/photos/12487772/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9241085,https://inaturalist-open-data.s3.amazonaws.com/photos/12509080/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9252731,https://static.inaturalist.org/photos/12528940/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9252737,https://static.inaturalist.org/photos/12528947/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9349733,https://inaturalist-open-data.s3.amazonaws.com/photos/12688384/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9358426,https://static.inaturalist.org/photos/12703763/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9454483,https://static.inaturalist.org/photos/12859547/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9459253,https://static.inaturalist.org/photos/12867882/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9511385,https://inaturalist-open-data.s3.amazonaws.com/photos/12963434/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9552127,https://static.inaturalist.org/photos/13033628/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9611486,https://static.inaturalist.org/photos/13115342/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9612688,https://inaturalist-open-data.s3.amazonaws.com/photos/13117540/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9633135,https://static.inaturalist.org/photos/13152871/medium.jpg,Bubo virginianus,Bubo virginianus,Виргинский филин,Aves,20044
9688381,https://inaturalist-open-data.s3.amazonaws.com/photos/13246734/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9711723,https://inaturalist-open-data.s3.amazonaws.com/photos/13281354/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9719698,https://static.inaturalist.org/photos/13294709/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9735466,https://static.inaturalist.org/photos/13322995/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9735992,https://static.inaturalist.org/photos/13323595/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9735993,https://static.inaturalist.org/photos/13323599/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9735994,https://static.inaturalist.org/photos/13323601/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9805258,https://inaturalist-open-data.s3.amazonaws.com/photos/13415774/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9837694,https://inaturalist-open-data.s3.amazonaws.com/photos/13472379/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9864448,https://inaturalist-open-data.s3.amazonaws.com/photos/13515450/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9905080,https://inaturalist-open-data.s3.amazonaws.com/photos/13583867/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9913203,https://static.inaturalist.org/photos/13597382/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9951532,https://static.inaturalist.org/photos/13662801/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
9962051,https://inaturalist-open-data.s3.amazonaws.com/photos/13681650/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10000012,https://static.inaturalist.org/photos/13748620/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10013132,https://inaturalist-open-data.s3.amazonaws.com/photos/13770323/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10019126,https://static.inaturalist.org/photos/13776682/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10027096,https://static.inaturalist.org/photos/13790772/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10062002,https://inaturalist-open-data.s3.amazonaws.com/photos/13850857/medium.jpeg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10086204,https://static.inaturalist.org/photos/232556119/medium.jpeg,Dwarf Great Horned Owl,Bubo virginianus elachistus,,Aves,515846
10131075,https://inaturalist-open-data.s3.amazonaws.com/photos/13972722/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10151732,https://inaturalist-open-data.s3.amazonaws.com/photos/14008330/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10159080,https://inaturalist-open-data.s3.amazonaws.com/photos/14020477/medium.jpg,Northern Great Horned Owl,Bubo virginianus subarcticus,,Aves,515847
10169613,https://inaturalist-open-data.s3.amazonaws.com/photos/14038403/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10206066,https://static.inaturalist.org/photos/14099351/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
10320944,https://static.inaturalist.org/photos/14303685/medium.jpg,Great Horned Owl,Bubo virginianus,Виргинский филин,Aves,20044
