id,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
5506339,https://inaturalist-open-data.s3.amazonaws.com/photos/6788424/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
5599657,https://inaturalist-open-data.s3.amazonaws.com/photos/6917919/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
5838693,https://inaturalist-open-data.s3.amazonaws.com/photos/7264662/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6044085,https://inaturalist-open-data.s3.amazonaws.com/photos/7572593/medium.jpeg,Effraie des Clochers,Tyto alba,Обыкновенная сипуха,Aves,20445
6180095,https://inaturalist-open-data.s3.amazonaws.com/photos/7753623/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6201431,https://inaturalist-open-data.s3.amazonaws.com/photos/7785502/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6315072,https://inaturalist-open-data.s3.amazonaws.com/photos/7952453/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6368865,https://inaturalist-open-data.s3.amazonaws.com/photos/8034572/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6458750,https://static.inaturalist.org/photos/210870063/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6509505,https://inaturalist-open-data.s3.amazonaws.com/photos/8241616/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6551977,https://inaturalist-open-data.s3.amazonaws.com/photos/8306995/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6792378,https://inaturalist-open-data.s3.amazonaws.com/photos/8637992/medium.jpeg,Bioko Barn Owl,Tyto alba poensis,,Aves,482925
6901344,https://inaturalist-open-data.s3.amazonaws.com/photos/8806898/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6982480,https://inaturalist-open-data.s3.amazonaws.com/photos/8936711/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
6985532,https://inaturalist-open-data.s3.amazonaws.com/photos/8941175/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
7140999,https://inaturalist-open-data.s3.amazonaws.com/photos/9193528/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
7453413,https://inaturalist-open-data.s3.amazonaws.com/photos/9694594/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
7525633,https://inaturalist-open-data.s3.amazonaws.com/photos/9813364/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
7721511,https://inaturalist-open-data.s3.amazonaws.com/photos/10129399/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
7739879,https://static.inaturalist.org/photos/10158341/medium.jpg,North American Barn Owl,Tyto alba pratincola,,Aves,465850
7752596,https://inaturalist-open-data.s3.amazonaws.com/photos/10177906/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
7762948,https://inaturalist-open-data.s3.amazonaws.com/photos/10196110/medium.jpg,Effraie des Clochers,Tyto alba,Обыкновенная сипуха,Aves,20445
7810358,https://inaturalist-open-data.s3.amazonaws.com/photos/10272303/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
8164838,https://inaturalist-open-data.s3.amazonaws.com/photos/10812539/medium.jpeg,Tyto alba pratincola,Tyto alba pratincola,,Aves,465850
8381293,https://static.inaturalist.org/photos/11146949/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
8474412,https://inaturalist-open-data.s3.amazonaws.com/photos/11299324/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
8493334,https://static.inaturalist.org/photos/11328880/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
8634794,https://inaturalist-open-data.s3.amazonaws.com/photos/11556564/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
8745104,https://inaturalist-open-data.s3.amazonaws.com/photos/11738785/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
8934815,https://inaturalist-open-data.s3.amazonaws.com/photos/12035736/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
9079482,https://inaturalist-open-data.s3.amazonaws.com/photos/12261071/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
9217399,https://static.inaturalist.org/photos/12469419/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
9347503,https://inaturalist-open-data.s3.amazonaws.com/photos/12684887/medium.jpg,Bioko Barn Owl,Tyto alba poensis,,Aves,482925
9354666,https://inaturalist-open-data.s3.amazonaws.com/photos/12697129/medium.jpg,North American Barn Owl,Tyto alba pratincola,,Aves,465850
9381649,https://inaturalist-open-data.s3.amazonaws.com/photos/12743362/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
9465509,https://inaturalist-open-data.s3.amazonaws.com/photos/12878776/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
9551174,https://static.inaturalist.org/photos/13031807/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
9911274,https://inaturalist-open-data.s3.amazonaws.com/photos/13594159/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
9973852,https://inaturalist-open-data.s3.amazonaws.com/photos/13703643/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
10093494,https://inaturalist-open-data.s3.amazonaws.com/photos/13906268/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
10198779,https://inaturalist-open-data.s3.amazonaws.com/photos/14088507/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
10208248,https://static.inaturalist.org/photos/14102862/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
10426931,https://inaturalist-open-data.s3.amazonaws.com/photos/14486422/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
11096541,https://inaturalist-open-data.s3.amazonaws.com/photos/15674209/medium.jpeg,Effraie des Clochers,Tyto alba,Обыкновенная сипуха,Aves,20445
11117506,https://inaturalist-open-data.s3.amazonaws.com/photos/15716606/medium.jpg,Bioko Barn Owl,Tyto alba poensis,,Aves,482925
11319023,https://inaturalist-open-data.s3.amazonaws.com/photos/16115771/medium.jpg,Bioko Barn Owl,Tyto alba poensis,,Aves,482925
11468552,https://inaturalist-open-data.s3.amazonaws.com/photos/16365796/medium.png,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
11755228,https://static.inaturalist.org/photos/16811156/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
12012058,https://static.inaturalist.org/photos/17213459/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
12774225,https://inaturalist-open-data.s3.amazonaws.com/photos/18512997/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
12776422,https://static.inaturalist.org/photos/18517115/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
12789573,https://static.inaturalist.org/photos/18541470/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
12876921,https://static.inaturalist.org/photos/18692825/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
12905053,https://static.inaturalist.org/photos/18742540/medium.jpg,Galápagos Barn Owl,Tyto alba punctatissima,,Aves,482918
13082969,https://inaturalist-open-data.s3.amazonaws.com/photos/19057724/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
13296038,https://static.inaturalist.org/photos/19469564/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
13524136,https://static.inaturalist.org/photos/19872782/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
13706721,https://inaturalist-open-data.s3.amazonaws.com/photos/20191728/medium.jpeg,Effraie des Clochers,Tyto alba,Обыкновенная сипуха,Aves,20445
13816863,https://inaturalist-open-data.s3.amazonaws.com/photos/20384954/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
14014323,https://static.inaturalist.org/photos/20731077/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
14054945,https://inaturalist-open-data.s3.amazonaws.com/photos/20798583/medium.jpg,Effraie des Clochers,Tyto alba,Обыкновенная сипуха,Aves,20445
14124978,https://inaturalist-open-data.s3.amazonaws.com/photos/20925529/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
14415291,https://inaturalist-open-data.s3.amazonaws.com/photos/21445855/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
14470079,https://static.inaturalist.org/photos/21537970/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
14508421,https://inaturalist-open-data.s3.amazonaws.com/photos/21598992/medium.jpeg,North American Barn Owl,Tyto alba pratincola,,Aves,465850
14536664,https://inaturalist-open-data.s3.amazonaws.com/photos/21650050/medium.jpeg,North American Barn Owl,Tyto alba pratincola,,Aves,465850
14548570,https://static.inaturalist.org/photos/21672026/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
15117486,https://inaturalist-open-data.s3.amazonaws.com/photos/22586640/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
15141563,https://inaturalist-open-data.s3.amazonaws.com/photos/22631928/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
15428246,https://static.inaturalist.org/photos/23135835/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
15976182,https://inaturalist-open-data.s3.amazonaws.com/photos/23916055/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
16022040,https://static.inaturalist.org/photos/24000578/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
16263754,https://inaturalist-open-data.s3.amazonaws.com/photos/24418772/medium.jpg,Lechuza de campanario,Tyto alba,Обыкновенная сипуха,Aves,20445
16513413,https://inaturalist-open-data.s3.amazonaws.com/photos/24855514/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
16560945,https://inaturalist-open-data.s3.amazonaws.com/photos/24939257/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
16899567,https://inaturalist-open-data.s3.amazonaws.com/photos/25529876/medium.jpeg,Australian Barn Owl,Tyto alba delicatula,,Aves,413550
16920509,https://inaturalist-open-data.s3.amazonaws.com/photos/25566252/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
17006087,https://inaturalist-open-data.s3.amazonaws.com/photos/25715900/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
17351890,https://static.inaturalist.org/photos/26347713/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
17493250,https://static.inaturalist.org/photos/26610958/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
17692676,https://inaturalist-open-data.s3.amazonaws.com/photos/26965315/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
17708343,https://static.inaturalist.org/photos/26993547/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
17861840,https://static.inaturalist.org/photos/27268711/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
17966635,https://inaturalist-open-data.s3.amazonaws.com/photos/27458706/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
18492521,https://inaturalist-open-data.s3.amazonaws.com/photos/28281252/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
18566341,https://static.inaturalist.org/photos/28406748/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
18792732,https://static.inaturalist.org/photos/28784501/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
19304696,https://static.inaturalist.org/photos/29676405/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
19381152,https://inaturalist-open-data.s3.amazonaws.com/photos/29807038/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
19391690,https://inaturalist-open-data.s3.amazonaws.com/photos/29824374/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
19407438,https://inaturalist-open-data.s3.amazonaws.com/photos/29850370/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
19408365,https://inaturalist-open-data.s3.amazonaws.com/photos/29852089/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
20084733,https://inaturalist-open-data.s3.amazonaws.com/photos/31016016/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
20173794,https://inaturalist-open-data.s3.amazonaws.com/photos/31128276/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
20292353,https://inaturalist-open-data.s3.amazonaws.com/photos/31327135/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
20414636,https://inaturalist-open-data.s3.amazonaws.com/photos/31520979/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
20706662,https://static.inaturalist.org/photos/31923385/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
20896182,https://inaturalist-open-data.s3.amazonaws.com/photos/32244058/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
20926975,https://inaturalist-open-data.s3.amazonaws.com/photos/32299431/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
21178885,https://inaturalist-open-data.s3.amazonaws.com/photos/32737331/medium.jpeg,Lechuza de campanario,Tyto alba,Обыкновенная сипуха,Aves,20445
21184958,https://inaturalist-open-data.s3.amazonaws.com/photos/32800161/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
21196697,https://inaturalist-open-data.s3.amazonaws.com/photos/32764376/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
21222458,https://static.inaturalist.org/photos/32806470/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
21282497,https://static.inaturalist.org/photos/32907443/medium.jpg,Effraie des Clochers,Tyto alba,Обыкновенная сипуха,Aves,20445
21522625,https://static.inaturalist.org/photos/33306823/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
21582190,https://inaturalist-open-data.s3.amazonaws.com/photos/33406290/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
21789030,https://inaturalist-open-data.s3.amazonaws.com/photos/33749703/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
22250873,https://inaturalist-open-data.s3.amazonaws.com/photos/34455701/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
22453877,https://inaturalist-open-data.s3.amazonaws.com/photos/34780977/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
22751652,https://static.inaturalist.org/photos/35259241/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
22828597,https://inaturalist-open-data.s3.amazonaws.com/photos/35381463/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
22879741,https://inaturalist-open-data.s3.amazonaws.com/photos/35463622/medium.jpeg,Bioko Barn Owl,Tyto alba poensis,,Aves,482925
23422198,https://inaturalist-open-data.s3.amazonaws.com/photos/56704320/medium.jpeg,Bioko Barn Owl,Tyto alba poensis,,Aves,482925
23841881,https://inaturalist-open-data.s3.amazonaws.com/photos/36892200/medium.jpeg,Australian Barn Owl,Tyto alba delicatula,,Aves,413550
24029289,https://static.inaturalist.org/photos/37163683/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
24954400,https://inaturalist-open-data.s3.amazonaws.com/photos/38603012/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
25113620,https://inaturalist-open-data.s3.amazonaws.com/photos/38868539/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
25189891,https://inaturalist-open-data.s3.amazonaws.com/photos/38990888/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
25230581,https://inaturalist-open-data.s3.amazonaws.com/photos/39057877/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
25416141,https://inaturalist-open-data.s3.amazonaws.com/photos/39359733/medium.jpeg,North American Barn Owl,Tyto alba pratincola,,Aves,465850
25426392,https://inaturalist-open-data.s3.amazonaws.com/photos/39378168/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
25553612,https://inaturalist-open-data.s3.amazonaws.com/photos/39596375/medium.png,Bioko Barn Owl,Tyto alba poensis,,Aves,482925
25844556,https://inaturalist-open-data.s3.amazonaws.com/photos/40072600/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
26204755,https://inaturalist-open-data.s3.amazonaws.com/photos/40669001/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
27099460,https://inaturalist-open-data.s3.amazonaws.com/photos/42181719/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
27399813,https://static.inaturalist.org/photos/42627863/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
27680990,https://inaturalist-open-data.s3.amazonaws.com/photos/43094302/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
27818836,https://inaturalist-open-data.s3.amazonaws.com/photos/43323516/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
28351183,https://inaturalist-open-data.s3.amazonaws.com/photos/44190579/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
28787893,https://inaturalist-open-data.s3.amazonaws.com/photos/44898899/medium.jpeg,Effraie des Clochers,Tyto alba,Обыкновенная сипуха,Aves,20445
29551791,https://inaturalist-open-data.s3.amazonaws.com/photos/46844275/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
30145728,https://inaturalist-open-data.s3.amazonaws.com/photos/47080799/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
30223662,https://static.inaturalist.org/photos/47208655/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
30322041,https://inaturalist-open-data.s3.amazonaws.com/photos/47364506/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
31332440,https://inaturalist-open-data.s3.amazonaws.com/photos/49030129/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
31534479,https://inaturalist-open-data.s3.amazonaws.com/photos/49362888/medium.jpg,Australian Barn Owl,Tyto alba delicatula,,Aves,413550
31575962,https://inaturalist-open-data.s3.amazonaws.com/photos/49431299/medium.jpg,North American Barn Owl,Tyto alba pratincola,,Aves,465850
31960892,https://static.inaturalist.org/photos/50076175/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
33671807,https://static.inaturalist.org/photos/52907856/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
33671812,https://static.inaturalist.org/photos/52907898/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
34209928,https://inaturalist-open-data.s3.amazonaws.com/photos/53811875/medium.jpeg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
34378996,https://inaturalist-open-data.s3.amazonaws.com/photos/54098906/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
34443982,https://inaturalist-open-data.s3.amazonaws.com/photos/54211346/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
34451848,https://inaturalist-open-data.s3.amazonaws.com/photos/54224738/medium.jpg,Barn Owl,Tyto alba,Обыкновенная сипуха,Aves,20445
34507481,https://inaturalist-open-data.s3.amazonaws.com/photos/54317127/medium.jpg,Australian Barn Owl,Tyto alba delicatula,,Aves,413550
34508291,https://inaturalist-open-data.s3.amazonaws.com/photos/54318270/medium.png,Lechuza de campanario,Tyto alba,Обыкновенная сипуха,Aves,20445
34673194,https://inaturalist-open-data.s3.amazonaws.com/photos/54597333/medium.jpg,North American Barn Owl,Tyto alba pratincola,,Aves,465850
